,TEMA,TÍTULO,CONTENIDO,ENLACE,IMAGEN,FECHA
193,Citas,,Foreign aid is taking money from poor people in rich countries and giving it to rich people in poor countries. – Ron Paul,,,2025-02-10 12:09
192,Citas,,"There is nothing either good or bad, but thinking makes it so. – William Shakespear",,,2025-02-10 09:38
191,Apotegmas,,En ocasiones «antigüedad» es sinónimo de «verdad». En ocasiones.,,,2025-02-10 09:33
190,Apotegmas,,"¿Quieres que te odien?, habla con la verdad; pero nunca seas tan tonto de creer que estás diciendo la verdad porque te odian.",,,2025-02-10 08:32
189,Apotegmas,,"Busca primero a Dios y todo lo demás vendrá por sí mismo; pero lo demás ya no te importará o incluso lo despreciarás, porque ahora tienes a Dios.",,,2025-02-09 22:22
188,Reflexiones,,"Con la búsqueda racional de Dios se puede llegar hasta cierto punto, a cierto nivel de abstracción, a especulaciones complejas. Si, por soberbia, quien busca se contenta con eso, sometiendo así la fe a la razón, no podrá seguir adelante.",,,2025-02-09 22:21
187,Poesía,El celo de los poderosos,"Los ángeles tienen envidia, ¦ los arcángeles tienen celo, ¦ porque Dios nace en tu corazón ¦ y no en el reino de los cielos. ¶ Por qué, claman los encumbrados ¦ por qué, reclaman los poderosos, ¦ Porque en el amor humano ¦ está mi verdadero Reino.",,,2025-02-09 22:16
186,Vocabulario inglés-español,be lost for words [loc.],be lost for words [loc.] faltarle a uno las palabras; quedarse sin palabras; no encontrar las palabras,,,2025-02-09 21:41
185,Reflexiones,,"¿Tu dios es uno de venganza, temor y sometimiento servil? Sigue buscando, hasta que realmente conozcas a Dios.",,,2025-02-09 21:36
184,Vocabulario español,ímprobo [adj.],"ímprobo [adj.] Falto de honradez, de honestidad; falto de probidad.",,,2025-02-09 21:37
183,Reflexiones,,"Si no predicas lo que Dios te pide, terminarás engullido por las ideologías y doctrinas del mundo, como Jonás en aquel gran pez. Aun así, si ya has sido tragado por el abismo y oras a Dios, volverás a la vida, serás resucitado.",,,2025-02-09 20:10
182,Vocabulario español,enconar [v.],enconar [v.] Inflamar una herida. Irritar el ánimo contra alguien.,,,2025-02-09 20:08
181,Reflexiones,,Es absolutamente increíble la cantidad de libros que uno no necesita leer.,,,2025-02-09 20:07
180,Vocabulario español,enconado [adj.],"enconado [adj.] Violento, encarnizado, reñido, airado. Manchado, teñido.",,,2025-02-09 20:06
179,Vocabulario inglés-español,second to last [loc.],second to last [loc.] penúltimo [adj.],,,2025-02-09 20:05
178,Vocabulario inglés-español,nib [s.],"nib [s.] plumín, punta (de una pluma para escribir)",,,2025-02-09 20:03
177,Vocabulario inglés-español,pinprick [s.],pinprick [s.] pinchazo; alfilerazo; puntada; agujerito; pequeño inconveniente; pequeña molestia; irritación,,,2025-01-31 10:00
176,Apotegmas,,Los cielos se oscurecen para que Dios resplandezca más.,,,2025-01-30 11:25
175,Vocabulario inglés-español,and whatnot [loc.],"and whatnot [loc.] y demás; y etcétera; y esas cosas; y cosas por el estilo ¶ Bring some snacks, cookies and whatnot to the party.",,,2025-01-30 10:56
174,Vocabulario español,"llovizna, lloviznar","SINÓNIMOS: llovizna, lloviznar; mollina, mollinear; mollizna, molliznar, molliznear; pintear; garúa, garuar",,,2025-01-30 10:55
173,Vocabulario español,atisbo [m.],"SINÓNIMOS: atisbo [m.] barrunto, conjetura, destello, índice (indicio), indicio, presunción, reflejo, señal, vislumbre ¶ Y así, como digo, sin dar atisbo de su pensamiento a sus escuderos, una mañana, antes del día, que estaba aún en duda entre las sombras de la noche, se armó don Quijote – Don Quijote de la Mancha; de Miguel de Cervantes ¶ No había en su rostro el menor atisbo de una cicatriz, ni en su voz la más leve sombra de fatiga. – Cien años de soledad; de Gabriel García Márquez ¶ Bioy Casares había cenado conmigo esa noche y nos demoramos en la discusión de una vasta polémica sobre la posibilidad de un mundo sin atisbo de realidad. – Ficciones; de Jorge Luis Borges ¶ El Jaguar lo miró sin un atisbo de miedo, con esa calma que desconcertaba a los demás cadetes. – La ciudad y los perros; de Mario Vargas Llosa",,,2025-01-30 10:54
172,Vocabulario español,tomar alguien el tole [loc.coloq.],tomar alguien el tole [loc.coloq.] Partir apresuradamente.,,,2025-01-30 10:49
171,Vocabulario inglés-español,bedding [s.],"bedding [s.] ropa de cama; sábanas; prendas de cama ¶ He lay on his armour-like back, and if he lifted his head a little he could see his brown belly, slightly domed and divided by arches into stiff sections. The bedding was hardly able to cover it and seemed ready to slide off any moment. – Metamorphosis; by Franz Kafka. Translated by David Wyllie.",,,2025-01-30 10:06
170,Vocabulario inglés-español,gilded [adj.],"gilded [adj.] dorado (recubierto de oro) ¶ A collection of textile samples lay spread out on the table—Samsa was a travelling salesman—and above it there hung a picture that he had recently cut out of an illustrated magazine and housed in a nice, gilded frame. It showed a lady fitted out with a fur hat and fur boa who sat upright, raising a heavy fur muff that covered the whole of her lower arm towards the viewer. – Metamorphosis; by Franz Kafka. Translated by David Wyllie.",,,2025-01-30 10:02
169,Reflexiones,,Toda genialidad parece simple una vez que ha sido concebida y madurada.,,,2025-01-30 09:22
168,Reflexiones,,Que no te quite mucho el sueño el hecho de que busques estar solo en lugar de estar con tus amigos. Es muy probable que prefieras el recuerdo que tienes de ellos a aquello en lo que se han convertido.,,,2025-01-29 23:14
167,Reflexiones,,"Las discusiones y debates entre cristianos e hinduistas y budistas, acerca de la supuesta reencarnación, por lo común no terminan en nada. La razón es que el concepto de alma cambia de religión en religión y también el de espíritu. Luego, las refutaciones son totalmente inútiles.",,,2025-01-28 22:19
166,Apotegmas,,"Dice el necio en su corazón: te haré esclavo de mi dios y si no adhieres a mi secta, irás al infierno que yo mismo estoy creando.",,,2025-01-28 22:18
165,Apotegmas,,"Algunas religiosidades son una forma piadosa de evitar a Dios, de no verlo cara a cara.",,,2025-01-28 22:17
164,Poesía,Libertad,"Sin libertad en ti ¦ no hay Dios Verdadero, ¦ ¿quieres esa libertad? ¦ sacrifica la carne primero.",,,2025-01-28 21:24
163,Reflexiones,,"Así como el Sol a simple vista parece parte de nuestro cielo, así también Dios parece parte del reino de los cielos, pero en realidad está mucho más allá y es muchísimo más que eso. No que el Sol sea Dios, sino que la creación manifiesta los atributos de la Divinidad.",,,2025-01-28 21:01
162,Apotegmas,,La vida es eterna y debe ser vivida como tal.,,,2025-01-27 13:16
161,Apotegmas,,"Cuando tu destino es andar, lo único necesario es que des el primer paso.",,,2025-01-26 22:14
160,Apotegmas,,"Allí donde la razón se queda estupefacta, empieza la fe.",,,2025-01-26 22:10
159,Apotegmas,,De vez en cuando la religión es un infierno de santidad. De vez en cuando.,,,2025-01-26 20:18
158,Citas,,You will never understand bureaucracies until you understand that for bureaucrats procedure is everything and outcomes are nothing. – Thomas Sowell,,,2025-01-26 08:37
157,Citas,,"Después de tantos años estudiando la ética, he llegado a la conclusión de que toda ella se resume en tres virtudes: coraje para vivir, generosidad para convivir y prudencia para sobrevivir. – Fernando Savater",,,2025-01-26 08:33
156,Apotegmas,,"Con cada beso entre un hombre y una mujer, el reino de los cielos tiembla y Dios se regocija.",,,2025-01-24 17:33
155,Apotegmas,,Lo bueno de no tener dinero es que puedes gastarlo en lo que se te ocurra.,,,2025-01-24 17:32
154,Apotegmas,,"No estés con dos o más mujeres a la vez. Es decir, no adoptes más de una doctrina o no hagas más de un pacto con Dios. Sólo el pacto puro trae la Luz al mundo.",,,2025-01-24 15:17
153,Reflexiones,,"Dios es lo más cotidiano y humano que existe, lo más pequeño. Lo del misticismo ha sido usado por eones para manipular a las gentes y obtener poder mundano. Los delirios de grandeza, el misticismo y el misterio son propios del reino de los cielos, no de Dios.",,,2025-01-24 15:16
152,Citas,,"The task is not to see what has never been seen before, but to think what has never been thought before about what you see everyday. – Erwin Schrödinger",,,2025-01-24 10:21
151,Citas,,"Las aptitudes morales y las aptitudes intelectuales van juntas. Un hombre bueno es inteligente, y uno malo es, además, imbécil. – Jorge Luis Borges",,,2025-01-24 10:14
150,Apotegmas,,"Es increíble lo que puedes lograr con un poco de mala voluntad e inconstancia. No cejes, hasta que finalmente puedas hacer las cosas por amor y para servir al prójimo.",,,2025-01-23 22:11
149,Reflexiones,,"Hubo un tiempo en que los hombres éramos dichosos habitando en el Ser, pero de alguna forma, o por alguna razón, desviamos la mirada y anhelamos lo de fuera. Es así que empezamos a existir. Si deseas volver al Ser, te parecerá mal. Si deseas lo de fuera, te parecerá normal.",,,2025-01-23 22:06
148,Reflexiones,,"Si Dios no habita en templos hechos por manos humanas, ¿qué o quién era la entidad que habitaba en el tabernáculo? ¿Un ángel de Dios?",,,2025-01-23 22:05
147,Diario,,"Me salen cabellos de plata, literalmente. Un día tengo que reunirlos, fundirlos en un crisol y salir a hacer dinero. Fácil.",,,2025-01-23 22:03
146,Reflexiones,,También puedes convertirte en un fanático de la verdad. No es tan recomendable como parece.,,,2025-01-23 22:02
145,Apotegmas,,"La simplicidad de Dios es tal, que los seres humanos queremos diversificarla y complicarla; tanto, que a veces quedamos atrapados en nuestra propia creación. ¿Cómo restaurar dicha simplicidad? Con la luz de Dios.",,,2025-01-23 11:17
144,Apotegmas,,"Sin verdad no hay amor. Pero no por eso repatirás verdades para dañar a las personas, porque el fin de la verdad es el amor.",,,2025-01-23 11:13
143,Reflexiones,,"El Hijo del Hombre no viene del reino de los cielos, sino que sale de Dios, y Dios está muy en tu interior, o en tu interior más secreto. Por eso se ha escrito que, mediante el sacrificio del Hijo se rasgó el velo del templo, que es tu cuerpo, abriendo entrada al lugar santísimo.",,,2025-01-23 11:09
142,Poesía,Agua y piedras,"Mira lo que hace ¦ el agua entre las piedras, ¦ Escucha lo que dice ¦ y desaparecerán las penas.",,,2025-01-21 19:09
141,Apotegmas,,"Solo Dios te librará de todo mal, confortará tu corazón, te guiará y protegerá en el camino de regreso a casa, contra todo el ejército de los cielos.",,,2025-01-21 19:08
140,Apotegmas,,"Hay una guerra en los cielos, y es una guerra para apoderarse de todo tu ser. Refúgiate en Dios.",,,2025-01-21 19:04
139,Poesía,Corral de estrellas,Si se pudiera vivir de estrellas ¦ Tendrías un corral de ellas.,,,2025-01-21 18:59
138,Apotegmas,,"Nunca dejes de hacer justicia por mano propia: Ayuda al necesitado, protege al débil, perdona a quien busca tu mal, ora por tu enemigo.",,,2025-01-21 18:58
137,Apotegmas,,Todo populista es un fascista con disfraz de campechano.,,,2025-01-21 18:52
136,Citas,,"Cuando veas un alma que anuncia el aborto como un acto benigno, sabrás que en ella reina el príncipe de las tinieblas y que está en peligro de muerte eterna. – Pío de Pietrelcina",,,2025-01-20 16:19
135,Citas,,Un milagro ocurre cuando cambias lágrimas por oración y miedo por fe. – Francisco de Asís,,,2025-01-20 16:14
134,Reflexiones,,"Lo que a veces nos enferma a los seres humanos no necesariamente es la situación, sino los rebotes psicológicos que inventamos para no aceptarla, los anticuerpos artificiales que construimos para evadir la realidad. Para que esto no pase, fíate de Dios y la mente no los generará.",,,2025-01-20 09:45
133,Reflexiones,,"Los seres humanos elegimos la «vida temporal» para servir a Dios aquí, y las miserias que padecemos cuentan como méritos. ¿Qué he conseguido? Un granito de arena.",,,2025-01-20 09:43
132,Apotegmas,,"Ora en lo secreto, ora en silencio, entra en comunión. Necesitarás de la oración diaria para regar y sostener el arbolito de tu fe, sobre todo en los primeros años. Los frutos vienen después.",,,2025-01-20 09:41
131,Apotegmas,,"When you present yourself before God all the virtues you have cultivated will melt, permeating your whole being and passing unnoticed. But if there is no love in you, they will be rejected and you will go down because of your pride. Offerings are accepted if they are out of love.",,,2025-01-20 09:35
130,Apotegmas,,El único y verdadero milagro: Que cambie tu corazón a la volundad de Dios.,,,2025-01-20 09:33
129,Reflexiones,,"Es pasmosa la cantidad de doctrinas que han sido puestas juntas en las abundantísimas páginas de lo que hoy llamamos Biblia. Sin embargo, hay un hilo conductor, por lo general subyacente y en ocasiones manifiesto. Para tomarlo con mucha calma al hilvanar la madeja.",,,2025-01-20 09:30
128,Reflexiones,,"Céntrate en lo que es, no en lo que no es. Si haces esto último, le das entidad al Enemigo.",,,2025-01-20 09:29
127,Apotegmas,,"En la eventualidad de que tengas que elegir entre Dios y el reino de los cielos, deberás optar por Dios sin dudarlo un sólo segundo. Es la única forma de quedar bien librado. (Bien librado significa que morirás primero para levantarte después.)",,,2025-01-20 09:28
126,Reflexiones,,"La pregunta no es cómo puedes probar que Dios existe; la pregunta es cómo puedes probar que tú existes. Una vez que logres responder esto, no tendrás dudas respecto de lo primero.",,,2025-01-20 09:22
125,Reflexiones,,"¿Sabías que puedes idolatrar a Dios? No lo hagas, porque no es compatible con su naturaleza ni con la naturaleza humana. Más bien, céntrate por completo en su amor.",,,2025-01-20 09:20
124,Apotegmas,,"Si no sirves a Dios con lo poco que tienes, servirás al Enemigo con lo que te sobra.",,,2025-01-20 09:18
123,Apotegmas,,"La verdad siempre cambia, pero sigue siendo una; como el árbol que brotó de una semilla, creció y finalmente dio fruto. Pero, a medida que el árbol llega a su desarrollo comapleto, los cambios en él no son tan notorios.",,,2025-01-19 22:38
122,Reflexiones,,"Ya son unas cuantas las décadas cinematográficas en las que se ha intentado infantilizar la brujería para hacerla pasar como trivial o como un simple juego, con películas diseñadas para difundir las prácticas y hacerlas parte de la cultura.",,,2025-01-19 22:36
121,Diario,,"Hoy entré a una iglesia muy antigua, católica obviamente, y hacia el final, el sacerdote le dijo a los feligreses que pasaran a recibir el agua bendita. Todos hicieron fila en el pasillo principal de la nave central y a medida que salían les daban el agua a cada uno para llevar.",,,2025-01-17 23:15
120,Apotegmas,,"Sé un buen patriarca, para que las mujeres no se vean forzadas a fingir empoderamiento y para que no sean usadas por el mundo. ¿Que no tienes los arrestos necesarios? Pídeselos a Dios.",,,2025-01-16 22:48
119,Apotegmas,,"Celebremos la vida, pero no hasta la embriaguez. Celebrémosla como el don de Dios que es.",,,2025-01-16 22:47
118,Apotegmas,,"Ríndete ante Dios, deja de bregar, entra en el reposo, y todo lo que realmente necesite tu alma, él te lo dará.",,,2025-01-16 22:46
117,Apotegmas,,"El diablo es tan artero, taimado y lagarto, que te hace creer que el puritanismo viene de Dios, y con ello, te inclina a creer que necesitas o puedes autojustificarte. Ni siquiera lo intentes.",,,2025-01-16 22:44
116,Apotegmas,,"Cuando el reino de los cielos te persiga, te juzgue y busque tu vida, refúgiate en Dios únicamente.",,,2025-01-16 22:43
115,Reflexiones,,"Nosotros somos aquellos que, en nuestra relación con Dios, concebimos la salvación. Esto es así no por asuntos meramente culturales o inculcados, como les gusta creer a los materialistas, sino porque es parte profundísima de nuestro ser, tan profunda que no hay manera de negarla.",,,2025-01-16 22:42
114,Apotegmas,,Es mejor ser un mal padre de tus hijos que un buen amigo de ellos. ¶ Es preferible que tu padre se equivoque siendo tu padre a que tenga éxito fingiendo ser tu amigo.,,,2025-01-14 22:22
113,Apotegmas,,A los seres humanos se nos hace demasiado fácil vivir en un pasado que nunca tuvimos.,,,2025-01-14 22:19
112,Reflexiones,,"Cuando una pregunta no tiene solución, es probable que no tenga sentido en absoluto. Por ejemplo: ¿En qué momento empezó a existir el universo?",,,2025-01-14 22:18
111,Apotegmas,,Toma refugio en Dios y en nadie más que en Dios.,,,2025-01-11 08:53
110,Apotegmas,,"La santidad está más allá de los vaivenes entre el bien y el mal; pero cuando dices que el bien y el mal no existen, pierdes la posibilidad de acceder a ella.",,,2025-01-10 22:41
109,Apotegmas,,Toda religión convierte a Dios en una creencia.,,,2025-01-10 20:50
108,Apotegmas,,Todo tiene sentido hasta que lo pierde.,,,2025-01-10 20:33
107,Apotegmas,,"Sólo un falso dios te permitiría idolatrarlo de rodillas. Dios, en cambio, te pedirá que te pongas de pie para servir al prójimo.",,,2025-01-10 20:31
106,Reflexiones,,"¿Sabías que, cuando un ángel se niega ante Dios a servir a los hombres por envidia, celos, o por considerarnos inferiores, inmediatamente cae y pasa a formar parte de las fuerzas del mal? Es instantáneo y no tiene forma de apelar, pero aun así, Dios lo usa.",,,2025-01-02 11:45
105,Poesía,Allá donde Sol inmenso,"Allá donde Sol inmenso ¦ Moja en Mar calma los pies, ¦ Donde las aguas de tiempos y tiempos ¦ Se evaporan por llover, ¦ Verás que no hay dudas ni cuentos ¦ Y que ya nadie tiene sed, ¦ Que fue todo un plan maestro ¦ Para que puedas volver.",,,2024-12-30 17:36
104,Reflexiones,,"Qué hermoso es el país en el que nací, con todos sus defectos y virtudes, sufrimientos y dichas, miserias y opulencias.",,,2024-12-29 20:04
103,Apotegmas,,También debes quitar la paja que hay en tu ojo para ver con claridad la viga en el ojo ajeno.,,,2024-12-29 20:03
102,Reflexiones,,"Cuando te presentes ante Dios, en vida o después de ella, por ninguna razón intentes justificarte, porque serás rechazado; antes, arrepiéntete sinceramente. No que Dios te discrimine o desprecie, sino que allí donde todo es Luz absoluta, ¿qué lugar habría para manchas ocultas?",,,2024-12-29 19:58
101,Reflexiones,,"Hace muchos años que se sabe que las pirámides no fueron hechas con piedras inmensas, sino con geopolímeros, compuestos a partir de materiales presentes en los sitios o en lugares no tan lejanos; pero siguen los conspiranoicos hablando de esclavos, rocas y demás.",,,2024-12-29 19:57
100,Reflexiones,,Este mundo a veces se asemeja a la externalización de las aberraciones mentales de un diosecillo psicópata. A veces.,,,2024-12-29 19:56
99,Reflexiones,,"Si tienes que bañarte todos los días, no eres tan limpio como crees.",,,2024-12-29 19:52
98,Apotegmas,,No se ataca al hablar; no se habla al atacar.,,,2024-12-26 20:20
97,Apotegmas,,"No sabes lo que estás buscando, pero cuando lo encuentres, lo vas a reconocer. Es una promesa.",,,2024-12-26 20:18
96,Apotegmas,,"El odio te puede convertir en un marginal, pero sólo unos pocos entre los marginales están llenos de odio.",,,2024-12-26 20:17
95,Poesía,Lejos de ti,"Lejos de ti no soy nada, Señor. ¦ Y cuando me acerco, soy aun menos.",,,2024-12-26 20:15
94,Apotegmas,,"Aunque la creación manifiesta los atributos de la Divinidad, no es tan aconsejable intentar conceptualizar o encasillar a Dios en contraposición a lo creado. [corregir]",,,2024-12-26 12:52
93,Apotegmas,,"Ve directo con Dios y no te entretengas con el reino de los cielos, ni con nada de lo que hay en él.",,,2024-12-26 12:50
92,Apotegmas,,Sólo es usado quien no sabe o no quiere servir al prójimo.,,,2024-12-23 21:42
91,Apotegmas,,"Uno de los pasatiempos favoritos del Demonio es someter a los hombres en nombre de Dios. Lo viene haciendo desde el principio de la humanidad, si acaso hubo alguno.",,,2024-12-23 11:14
90,Apotegmas,,"Nunca confundas a Dios con el reino de los cielos ni con ninguna de las entidades en él. Te ahorrarás una miríada de malentendidos, idolatrías y descarríos.",,,2024-12-22 09:41
89,Apotegmas,,"Lo que el Cielo te da siempre es mejor y más que lo que mereces, de modo que estar agradecido a Dios, más que una virtud loable, es un reconocimiento debido.",,,2024-12-21 08:14
88,Apotegmas,,No sé nada que Dios no me diga.,,,2024-12-20 07:33
87,Reflexiones,,Las luces de la metralla parecen fuegos de artificio sólo porque las observas de lejos. Espera a que las líneas del enemigo se acerquen y la celebración cambiará para siempre.,,,2024-12-19 08:15
86,Apotegmas,,Sólo alguien que nunca ha intentado hacer pan se da el lujo de despreciar a los panaderos.,,,2024-12-19 08:13
85,Apotegmas,,«Lo nuestro» puede ser una excusa para no aceptar el propio error. Un subterfugio para nunca ser juzgado.,,,2024-12-19 08:12
84,Apotegmas,,"Ignora la aprensión, permanece en comunión y toma una decisión. En ese orden.",,,2024-12-18 21:37
83,Reflexiones,,"Debido a una predisposición devota, la religión mezcla lo histórico con lo mitológico. Esta combinación es encarnación de la Verdad únicamente si se corresponde fielmente con los diversos aspectos de la realidad de Dios.",,,2024-12-17 09:09
82,Apotegmas,,Que nadie te haga creer que eres alguien más.,,,2024-12-14 23:05
81,Apotegmas,,Cerrarle absolutamente el paso al error es anular la posibilidad de mejorar.,,,2024-12-12 21:18
80,Apotegmas,,La tolerancia es el hábito preferido de los condescendientes. ¶ La tolerancia es de los condescendientes. La comprensión y la corrección de quienes buscan la Verdad.,,,2024-12-12 17:48
79,Apotegmas,,No te atrevas a pensar que eres justo o que tienes la razón sólo porque te persiguen.,,,2024-12-11 20:31
78,Apotegmas,,No se llega a Dios con abstracciones.,,,2024-12-11 20:28
77,Reflexiones,,"De niño creías que había un monstruo debajo de la cama y temblabas. Ahora que eres adulto, sabes que hay un monstruo debajo de la cama, pero te da igual.",,,2024-12-11 20:26
76,Apotegmas,,Tú harás lo posible y Dios hará lo imposible.,,,2024-12-11 20:27
75,Apotegmas,,"El mal que has hecho nunca salió de ti. Sigue allí agazapado, esperando el momento justo para devorarte desde dentro.",,,2024-12-10 22:07
74,Apotegmas,,"Eventualmente tendrás que elegir entre Dios y la religión, a no ser que tu religión sea Dios.",,,2024-12-10 22:05
73,Reflexiones,,"Creemos un conflicto, digamos que el contrincante es el culpable y lleguemos al poder convenciendo al pueblo de que somos la única solución.",,,2024-12-10 22:04
72,Reflexiones,,"Siempre se ha comparado al hombre con los árboles. Agitados sus follajes por el Espíritu (viento), regadas sus raíces por el Agua de Vida y nutridas sus hojas por la Luz, los árboles bregan incansables por llegar al cielo. Pero su afán queda en eso, porque Dios está más allá. Por eso, en las Escrituras cristianas Jesucristo corrige la visión del ciego que acababa de ser curado y veía a los hombres como árboles, para que los vea como verdaderamente son, como hombres, como hijos de Dios y no meros aspirantes a los cielos, sino al sacrificio.",,,2024-12-10 22:03
71,Apotegmas,,Tu opinión no es humilde ni altiva; es sólo una opinión.,,,2024-12-10 22:02
70,Diario,,Es dificultoso encontrar algo interesante para escribir. A lo mejor es cuestión de simplemente empezar a hacerlo e improvisar sobre la marcha.,,,2024-12-09 17:57
69,Reflexiones,,"El plan es precarizar la vida humana todo lo posible, hasta el punto en que tomar lo que otros han creado para distribuirlo entre los demás no sea visto como lo que es, un robo, sino como una necesidad justificada.",,,2024-12-09 17:56
68,Poesía,Vuela lejos,"Vuela lejos, alma mía ¦ Rompe mis hierros, Sol del día.",,,2024-12-09 17:53
67,Reflexiones,,"Extraño que parezca, algunos problemas, estados mentales, conflictos, coyunturas sociales y otras situaciones, sólo pueden ser resueltos ignorándolos o poniendo la atención en sus opuestos. Si te centras en ellos, les darás entidad, crecerán y te engullirán.",,,2024-12-09 17:54
66,Apotegmas,,"Cristo sólo nace (en ti) a través de María. No hay otra forma, de allí que sea bendita entre todas las mujeres. Mientras más te sujetas a Dios en Espíritu, alma y cuerpo (es decir, mientras más María), más manifiesto está Cristo en ti.",,,2024-12-08 13:51
65,Apotegmas,,"A no ser que tengas alguna novedad teológica con que sorprender a Dios, ¿por qué no entras en comunión y oras por al menos media hora en silencio?",,,2024-12-08 12:42
64,Reflexiones,,"Unos de los factores que hacen que apercibamos el pasado y el futuro de forma diferente, son el deseo y la ambición vehementes. Sin ellos, es más fácil saber lo que vendrá y cuáles serán las consecuencias de las acciones pasadas y presentes.",,,2024-12-08 12:37
63,Apotegmas,,"Que nadie desvíe tu fe de Dios. La fe es una relación recíproca, incitada por Dios, que cuando cambia de objeto pierde su virtud.",,,2024-12-08 12:03
62,Reflexiones,,"La costumbre o tradición, también podría ser que quien cumple años sea quien prepara algo de comer para los invitados y les da un pequeño regalo para que recuerden la fecha.",,,2024-12-08 11:31
61,Apotegmas,,Olvídate de Dios y encontrarás a Dios.,,,2024-12-08 09:38
60,Reflexiones,,"Cada vez es más común escuchar a algunos decir que el mal y el bien no existen porque son relativos. Es al revés: el mal y el bien existen porque son relativos, y lo que buscamos es el bien menos relativo.",,,2024-12-07 21:45
59,Poesía,Date por vencido,Date por vencido ¦ Muere en tu propio olvido ¦ Renace con nuevo brillo.,,,2024-12-07 21:43
58,Apotegmas,,Un corazón vacío no tendrá problemas en llamar amor al emocionalismo.,,,2024-12-07 21:38
57,Apotegmas,,"Y sucedió que los hombres crearon una religión en nombre de un dios vengativo, celoso, sediento de sangre, castigador y que habita en las sombras, para esclavizarse a su ley y arrogarse el derecho de matar a quienes realmente buscan a Dios.",,,2024-12-07 21:39
56,Apotegmas,,"Buscar la verdad es creer, pero creer no necesariamente es buscar la verdad.",,,2024-12-07 21:37
55,Apotegmas,,"Que tu infancia te persiga y no te deje ir, puede ser tanto una tortura como una bendición.",,,2024-12-07 21:36
54,Apotegmas,,"No sale el Sol todos los días; que no te engañen. Mas tú, persevera.",,,2024-12-07 10:34
53,Apotegmas,,La fe es exclusiva de Dios. No la desperdicies en las cosas del cielo ni en las de la tierra.,,,2024-12-06 15:50
52,Apotegmas,,"El populismo tiene la capacidad de convertir la ignorancia en identidad, la identidad en partidismo y el partidismo en totalitarismo.",,,2024-12-06 12:30
51,Poesía,Sabía muy bien que era octubre,Se revuelca en la tumba Colón ¦ Por oír a las gentes decir ¦ Que fue él quien las Américas descubre ¦ Cuando sabía muy bien que era octubre.,,,2024-12-06 12:28
50,Apotegmas,,"El punto intermedio entre una verdad y una mentira, es siempre una mentira. El punto intermedio entre el bien y el mal, no siempre es el mal.",,,2024-12-06 12:27
49,Reflexiones,,"Si no amas al mundo como lo ama Dios, ni te atrevas a siquiera soñar con ir a alguno de los cielos; serías rechazado de inmediato. De todas formas, el ser humano es para estar aquí, con Dios.",,,2024-12-06 12:05
48,Apotegmas,,"Algunas personas no quieren aceptar la libertad que hay en Dios, porque intuyen que las consecuencias de usarla mal son peores que las de seguir siendo esclavos.",,,2024-12-06 12:00
47,Reflexiones,,"Son innumerables los estragos que puede hacer la filosofía en el campo de la fe. Busca aclarar, pero puede entorpecer y desviar; y para el desprevenido, reduce a Dios a conceptos.",,,2024-12-06 11:55
46,Apotegmas,,El sentido común es el menos común de los sentidos. (Se me ocurrió mientras me preparaba para saltar en paracaídas por diversión.),,,2024-12-05 09:23
45,Citas,,"Un grupo humano se transforma en multitud manipulable cuando se vuelve sensible al carisma y no a la competencia, a la imágen y no a la idea, a la afirmación y no a la prueba, a la repetición y no a la argumentación, a la sugestión y no al razonamiento. – Jean François Revel",,,2024-12-05 09:18
44,Apotegmas,,"La mentira depura y refina la verdad, y existirá hasta que la verdad se manifieste de manera absoluta.",,,2024-12-04 18:56
43,Apotegmas,,La soledad es un privilegio que pocos pueden costear y mucho menos disfrutar.,,,2024-12-04 18:55
42,Apotegmas,,"En dissant la verité, nous oublions la realité.",,,2024-12-04 18:54
41,Poesía,¡Hereje!,"Haced una pira, que sabemos a quién quemar ¦ Rociadle mucho aceite para que sufra más ¦ De allende las montañas vendrán y verán ¦ Que sabemos hacer justicia sin perdonar ¶ Un mandato tenemos y de seguro se cumplirá ¦ Porque somos los elegidos y no hay nadie más ¦ El dios de nuestros padres nos urge a odiar ¦ A quienes no se someten a su ley y voluntad ¶ Haced una pira, que sabemos a quién quemar ¦ Rociadle mucho aceite para que sufra más ¶ Y cuando su cuerpo sea fuego, humo y hedor ¦ Fervor devoto sentiremos viéndolo reventar ¦ Contra sumisión y obediencia se ha levantado ¦ Ha de pagar su ofensa según hemos jurado ¶ Haced una pira, que sabemos a quién quemar ¦ Rociadle mucho aceite para que sufra más ¶ Que no se hable de olvido y misericordia ¦ Que nadie se atreva a salir en su defensa ¦ Ahora que tenemos sangre para derramar ¦ Finalmente podremos a nuestro dios adorar ¶ Haced una pira, que sabemos a quién quemar ¦ Rociadle mucho aceite para que sufra más ¦ De allende las montañas vendrán y verán ¦ Que sabemos hacer justicia sin perdonar.",,,2024-12-04 18:49
40,Apotegmas,,"Hay una batalla en los cielos, y es una batalla por todo tu ser.",,,2024-12-04 09:34
39,Apotegmas,,Que no usen tu esperanza y tu fe para darle entidad a algún dios.,,,2024-12-04 09:15
38,Apotegmas,,Espera en Dios para contemplar su luz y recibir su gracia.,,,2024-12-04 09:11
37,Apotegmas,,La verdadera política está detrás de la política.,,,2024-12-03 19:06
36,Apotegmas,,La oscuridad y el mal son mucho más que simple ausencia de Luz y Verdad. Ve con tiento.,,,2024-12-03 09:38
